"Date Made Public","Company","City","State","Type of breach","Type of organization","Total Records","Description of incident","Information Source","Source URL","Year of Breach","Latitude","Longitude"
"June 7, 2018","RISE Wisconsin, Inc.","","Wisconsin","HACK","MED","3,731","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 2, 2018","University of Utah Health","","Utah","PHYS","EDU","607","Location of breached information: Laptop, Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 1, 2018","Capitol Anesthesiology Association","","Texas","HACK","MED","2,231","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 31, 2018","Dignity Health","","California","DISC","MED","55,947","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 30, 2018","Dino-Peds","","Colorado","DISC","MED","1,357","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 29, 2018","Aflac","","Georgia","HACK","MED","10,396","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 25, 2018","Care Partners Hospice and Palliative Care","","Oregon","HACK","MED","600","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 25, 2018","Aultman Hospital","","Ohio","HACK","MED","42,625","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 25, 2018","BioIQ Inc.","","California","DISC","MED","4,059","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 12, 2018","Ticketfly","San Francisco","California","HACK","BSR","27,000,000","Ticketfly was the target of a malicious cyber attack, and user information names, addresses, email addresses and phone numbers connected to approximately 27 million Ticketfly accounts was accessed. Third-party forensic cybersecurity experts can now confirm that credit and debit card information was not accessed","Media","https://support.ticketfly.com/customer/en/portal/articles/2941983-ticketfly-cyber-incident-update","2018","37.774930","-122.419416"
"June 4, 2018","MyHeritage","","","DISC","BSO","92,283,900","According to MyHeritage's statement, published on June 4, 2018:[On] June 4, 2018 at approximately 1pm EST, MyHeritage’s Chief Information Security Officer received a message from a security researcher that he had found a file named myheritage containing email addresses and hashed passwords, on a private server outside of MyHeritage. Our Information Security Team received the file from the security researcher, reviewed it, and confirmed that its contents originated from MyHeritage and included all the email addresses of users who signed up to MyHeritage up to October 26, 2017, and their hashed passwords.Immediately upon receipt of the file, MyHeritage’s Information Security Team analyzed the file and began an investigation to determine how its contents were obtained and to identify any potential exploitation of the MyHeritage system. We determined that the file was legitimate and included the email addresses and hashed passwords of 92,283,889 users who had signed up to MyHeritage up to and including Oct 26, 2017 which is the date of the breach.. . .We believe the intrusion is limited to the user email addresses. We have no reason to believe that any other MyHeritage systems were compromised. As an example, credit card information is not stored on MyHeritage to begin with, but only on trusted third-party billing providers (e.g. BlueSnap, PayPal) utilized by MyHeritage. Other types of sensitive data such as family trees and DNA data are stored by MyHeritage on segregated systems, separate from those that store the email addresses, and they include added layers of security. We have no reason to believe those systems have been compromised.","Media","https://blog.myheritage.com/2018/06/myheritage-statement-about-a-cybersecurity-incident/","2018","0.000000","0.000000"
"June 12, 2018","PageUp","","","HACK","BSO","2,000,000","TechRadar reports:PageUp, an Australia-based software company, has revealed that its IT systems were breached in late May of this year, potentially compromising the personal data of over two million customers worldwide.The company is responsible for producing cloud-based HR software for recruitment companies across 190 countries, including the US, UK, Australia and Singapore, which is used to manage employment within many major companies.While the full extent of the breach is yet to be revealed, data such as bank details, personal information and Australian tax file numbers was stored on the IT system that experienced the malware. PageUp is an Australian company but multiple colleges and universities in the United States use PageUp for their recruitment and onboarding software. This includes Swarthmore College, University of Wisconsin Oshkosh, Mississippi State University, University of Massachusetts, Kansas State, Bucknell University, Colorado School of Mines, and Rollins college - according to PageUp's Testimonials page. ","Media","https://www.techradar.com/news/over-2-million-jobseekers-potentially-exposed-in-global-pageup-data-breach","2018","0.000000","0.000000"
"June 12, 2018","Terros Health","Phoenix","Arizona","DISC","MED","1,600","ABC15 Arizona reports:Officials with Terros Health say a data breach has possibly compromised personal information of more than one thousand of its patients.In a news release Friday, June 8, the company says it mailed letters to 1,600 people whose information may have been accessed by an unauthorized third party.Patients' name, date of birth, physical and email address, diagnosis, medical records number and ""other protected health information"" may have been exposed.Nearly all of those potentially impacted by the breach received treatment at the clinic near 23rd and Dunlap avenues in Phoenix. Additionally, the company said 1,241 of the 1,600 patients may have only had their name and birthday disclosed.","Media","https://www.abc15.com/news/region-phoenix-metro/central-phoenix/terros-health-data-breach-1600-patients-potentially-impacted","2018","33.448377","-112.074037"
"June 12, 2018","Nuance Communications","","California","INSD","BSO","45,000","Bank Info Security reports:Nuance Communications, which specializes in speech recognition software, says an unauthorized third party accessed one of its medical transcription platforms, exposing 45,000 individuals' records.See Also: Matching Application Security to Business NeedsSo far, it appears only one of its customers, the San Francisco Department of Health, has reached out to affected patients.. . . .Breach victims include patients who visited Zuckerberg San Francisco General Hospital and Laguna Honda Hospital. The health department says in a news release that it delayed notifying patients at the request of the FBI and Justice Department, which have been investigating the breach.Their investigation ""determined that a former Nuance employee breached Nuance's servers and accessed the personal information of thousands of individuals from several contracted clients, including the San Francisco Department of Public Health,"" the department says. ","Media","https://www.bankinfosecurity.com/nuance-communications-breach-affected-45000-patients-a-11002","2018","37.090240","-95.712891"
"June 12, 2018","Facebook, inc.","San Francisco","California","DISC","BSR","3,000,000","New Scientist reports:Data from millions of Facebook users who used a popular personality app, including their answers to intimate questionnaires, was left exposed online for anyone to access, a New Scientist investigation has found.Academics at the University of Cambridge distributed the data from the personality quiz app myPersonality to hundreds of researchers via a website with insufficient security provisions, which led to it being left vulnerable to access for four years. Gaining access illicitly was relatively easy.The data was highly sensitive, revealing personal details of Facebook users, such as the results of psychological tests. It was meant to be stored and shared anonymously, however such poor precautions were taken that deanonymising would not be hard.. . . .Facebook suspended myPersonality from its platform on 7 April saying the app may have violated its policies due to the language used in the app and on its website to describe how data is shared.More than 6 million people completed the tests on the myPersonality app and nearly half agreed to share data from their Facebook profiles with the project. All of this data was then scooped up and the names removed before it was put on a website to share with other researchers. The terms allow the myPersonality team to use and distribute the data “in an anonymous manner such that the information cannot be traced back to the individual user”.To get access to the full data set people had to register as a collaborator to the project. More than 280 people from nearly 150 institutions did this, including researchers at universities and at companies like Facebook, Google, Microsoft and Yahoo.. . . .For the last four years, a working username and password has been available online that could be found from a single web search. Anyone who wanted access to the data set could have found the key to download it in less than a minute.The publicly available username and password were sitting on the code-sharing website GitHub. They had been passed from a university lecturer to some students for a course project on creating a tool for processing Facebook dataThe credentials gave access to the “Big Five” personality scores of 3.1 million users. These scores are used in psychology to assess people’s characteristics, such as conscientiousness, agreeableness and neuroticism. The credentials also allowed access to 22 million status updates from over 150,000 users, alongside details such as age, gender and relationship status from 4.3 million people.. . . .Each user in the data set was given a unique ID, which tied together data such as their age, gender, location, status updates, results on the personality quiz and more. With that much information, de-anonymising the data can be done very easily. “You could re-identify someone online from a status update, gender and date,” says Dixon.","Media","https://www.newscientist.com/article/2168713-huge-new-facebook-data-leak-exposed-intimate-details-of-3m-users/","2018","37.774930","-122.419416"
"May 17, 2018","211 LA County","Los Angeles","California","DISC","NGO","3,500,000","Los Angeles Times reports:The nonprofit organization that operates Los Angeles County's social services hotline inadvertently exposed personal information that was stored online, according to county officials and a private security firm that discovered the vulnerability.UpGuard, a cybersecurity firm based in Mountain View, Calif., said it notified the county in April that it discovered exposed Social Security numbers, addresses and sensitive notes about calls regarding mental health and abuse.. . . .It was not immediately clear whether any unauthorized people accessed the data, which was kept in a cloud storage repository maintained by 211 L.A. County, the nonprofit group that operates the county's 211 hotline.. . . . .Chris Vickery, director of UpGuard's cyberspace risk research team, said the information he discovered included names, email addresses and weakly encrypted passwords of users operating the 211 system, potentially opening them to attack. He said it was available for public download from an Amazon web server.The data also contained records for 3.5 million calls and a substantial amount of personally identifiable information, Vickery said. That included 33,000 Social Security numbers, and in many cases full names and addresses — as well as detailed notes for 200,000 calls logged between 2010 and 2016.In one example, the notes described an elderly woman with dementia who was allegedly being abused by her son. In another, they described a meth addict who said she was suicidal. A third example included details about a woman who suffered from paranoia and was on the verge of being evicted. The firm provided The Times with screen shots of redacted records to document its discovery.","Media","http://www.latimes.com/local/lanow/la-me-ln-211-data-20180515-story.html","2018","34.052234","-118.243685"
"June 12, 2018","University at Buffalo","Buffalo","New York","HACK","EDU","2,500","WIVB4 is reporting:University at Buffalo leaders, along with their security team, are investigating a data breach of external third-party accounts. They say it's affected more than 25-hundred accounts campus wide. About 18-hundred of those are student accounts.. . .Affected accounts:28 faculty and staff accounts862 alumni accounts1,800 student accounts","Media","http://www.wivb.com/news/local-news/thousands-of-ub-logins-stolen-in-third-party-data-breach/1188486364","2018","0.000000","0.000000"
"May 20, 2018","TeenSafe","Los Angeles","California","DISC","BSR","10,200","ZDNet's Zack Whittaker reports:At least one server used by an app for parents to monitor their teenagers' phone activity has leaked tens of thousands of accounts of both parents and children.The mobile app, TeenSafe, bills itself as a ""secure"" monitoring app for iOS and Android, which lets parents view their child's text messages and location, monitor who they're calling and when, access their web browsing history, and find out which apps they have installed.Although teen monitoring apps are controversial and privacy-invasive, the company says it doesn't require parents to obtain the consent of their children.But the Los Angeles, Calif.-based company left its servers, hosted on Amazon's cloud, unprotected and accessible by anyone without a password.. . . .The database stores the parent's email address associated with TeenSafe, as well as their corresponding child's Apple ID email address. It also includes the child's device name -- which is often just their name -- and their device's unique identifier. The data contains the plaintext passwords for the child's Apple ID. Because the app requires that two-factor authentication is turned off, a malicious actor viewing this data only needs to use the credentials to break into the child's account to access their personal content data.None of the records contained content data, such as photos or messages, or the locations of either parents or children.The data also contained error messages associated with a failed account action, such as if a parent looking up a child's real-time location didn't complete.Shortly before the server went offline, there were at least 10,200 records from the past three months containing customers data -- but some are duplicates.TeenSafe claims to have over a million parents using the service.   ","Media","https://www.zdnet.com/article/teen-phone-monitoring-app-leaks-thousands-of-users-data/","2018","34.052234","-118.243685"
"June 15, 2018","Dean Health Plan","","Wisconsin","DISC","MED","1,311","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 12, 2018","HealthEquity, Inc.","","Utah","HACK","MED","16,000","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 8, 2018","New England Baptist Health","","Massachusetts","DISC","MED","7,582","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 8, 2018","Massac County Surgery Center dba Orthopaedic Institute Surgery Center","","Illinois","HACK","MED","2,000","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 7, 2018","Benefit Outsourcing Solutions","","Michigan","DISC","MED","1,144","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 1, 2018","Florida Agency for Persons with Disabilities","","Florida","DISC","MED","1,951","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 1, 2018","SimplyWell","","Texas","DISC","MED","597","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 27, 2018","Children's Mercy Hospital","","Missouri","DISC","MED","1,463","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 25, 2018","University of Michigan/Michigan Medicine","Ann Arbor","Michigan","PHYS","EDU","871","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","0.000000","0.000000"
"June 25, 2018","Progressions Behavioral Health Services, Inc.","","Pennsylvania","HACK","MED","1,303","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 22, 2018","InfuSystem, Inc.","","Michigan","HACK","MED","3,882","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 22, 2018","VA Long Beach Healthcare System","","California","DISC","MED","1,030","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 19, 2018","Peter J Parker, M.D., Inc.","","California","DISC","MED","628","Location of breached information: Electronic Medical Record
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 16, 2018","David S. Ng, O.D.","","California","PHYS","MED","758","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 15, 2018","New Jersey Department of Human Services","","New Jersey","DISC","MED","1,263","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 15, 2018","CHRISTUS Spohn Hospital Corpus Christi-Shoreline","","Texas","PHYS","MED","1,805","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 14, 2018","Gwenn S Robinson MD","","New Mexico","HACK","MED","2,500","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 14, 2018","Med Associates, Inc.","","New York","HACK","MED","276,057","Location of breached information: Desktop Computer
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 13, 2018","Black River Medical Center","","Missouri","HACK","MED","13,443","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 13, 2018","WellCare Health Plans, Inc.","","Florida","DISC","MED","1,101","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 13, 2018","Kelley Imaging Systems","","Washington","HACK","MED","627","Location of breached information: Desktop Computer, Electronic Medical Record, Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 11, 2018","Denise M. Bowden, LAc","","California","PHYS","MED","538","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 10, 2018","Healthland Inc.","","Minnesota","DISC","MED","614","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 28, 2018","Adidas","","California","HACK","BSR","2,000,000","The athletic-wear company alerted customers on Thursday about a possible data breach on its U.S. website. A preliminary investigation found the leaked data includes contact information, usernames and encrypted passwords, the company said in a statement. Adidas said it does not believe any credit card or health and fitness information was compromised.“We are alerting certain consumers who purchased on adidas.com/US about a potential data security incident. At this time this is a few million consumers,” a spokeswoman said in an email. ","Media","https://www.digitalcommerce360.com/2018/07/02/adidas-suffers-data-breach-with-millions-of-customers-potentially-at-risk/","2018","37.090240","-95.712891"
"July 3, 2018","Exactis","Palm Coast","Florida","DISC","BSO","340,000,000","According to Wired, ""Exactis, a data broker based in Palm Coast, Florida, had exposed a database that contained close to 340 million individual records on a publicly accessible server. The haul comprises close to 2 terabytes of data that appears to include personal information on hundreds of millions of American adults, as well as millions of businesses. While the precise number of individuals included in the data isn't clear—and the leak doesn't seem to contain credit card information or Social Security numbers—it does go into minute detail for each individual listed, including phone numbers, home addresses, email addresses, and other highly personal characteristics for every name. The categories range from interests and habits to the number, age, and gender of the person's children.""It seems like this is a database with pretty much every US citizen in it,"" says Troia, who is the founder of his own New York-based security company, Night Lion Security. Troia notes that almost every person he's searched for in the database, he's found. And when WIRED asked him to find records for a list of 10 specific people in the database, he very quickly found six of them. ""I don’t know where the data is coming from, but it’s one of the most comprehensive collections I’ve ever seen,"" he says.""Aside from the sheer breadth of the Exactis leak, it may be even more remarkable for its depth: Each record contains entries that go far beyond contact information and public records to include more than 400 variables on a vast range of specific characteristics: whether the person smokes, their religion, whether they have dogs or cats, and interests as varied as scuba diving and plus-size apparel. WIRED independently analyzed a sample of the data Troia shared and confirmed its authenticity, though in some cases the information is outdated or inaccurate."" ","Media","https://www.wired.com/story/exactis-database-leak-340-million-records/","2018","29.584452","-81.207870"
"June 22, 2018","PDQ Restuarants ","Tampa","Florida","HACK","BSR","0","According to PDQ, ""We have been the target of a cyber-attack.  An unauthorized person (hacker) exploited part of our computer related system and accessed and or acquired personal information from some of our customers. We believe the attacker gained entry through an outside technology vendor’s remote connection tool. Based on an investigation, the unauthorized access and or acquisition occurred from May 19, 2017 – April 20, 2018 (breach time period). We learned on June 8, 2018 that credit card information and or some names may have been hacked.All PDQ locations in operation during some or all of the breach time period, May 19, 2017 – April 20, 2018, were affected. However, the following locations were not affected: Tampa International Airport location at 4100 George J Bean Pkwy, Tampa, FL 33607, Amalie Arena location at 401 Channelside Drive, Tampa, FL 33602, and PNC Arena location at 1400 Edwards Mill Road, Raleigh, NC 27607The information accessed and or acquired included some or all of the following: names, credit card numbers, expiration dates, and cardholder verification value. However, it should be noted that the cardholder verification value that may have been accessed or acquired is not the same as the security code printed on the back of certain payment cards (e.g., Discover, MasterCard, and Visa) or printed on the front of other payment cards (e.g., American Express). Based on the nature of the breach, it was not possible to determine the identity or exact number of credit card numbers or names that were accessed or acquired during the breach time period.","Media","https://www.eatpdq.com/promos/news/2018/06/22/guestinfo","2018","27.950575","-82.457178"
"July 3, 2018","Advanced Law Enforcement Rapid Response Training, Texas State University","San Marcos","Texas","DISC","EDU","50,000","According to ZDNet, ""A data breach at a federally funded active shooter training center has exposed the personal data of thousands of US law enforcement officials, ZDNet has learned.The cache of data contained identifiable information on local and state police officers, and federal agents, who sought out or underwent active shooter response training in the past few years. The backend database powers the website of Advanced Law Enforcement Rapid Response Training -- known as ALERRT -- at Texas State University.The database dates back to April 2017 and was uploaded a year later to a web server, believed to be owned by the organization, with no password protection.. . . .The database contained thousands of personal data records, including law enforcement officer's work contact information, with many of the records listing personal email addresses, work addresses, and cell numbers.Officials from the FBI, Customs and Border Protection (CBP), and the US Border Patrol were listed in the database.In another table, some 65,000 officers who had taken an ALERRT course and provided feedback had their full name and zip code exposed.Another table listed detailed histories on instructors, including their skills and training, while another contained the names of more than 17,000 instructors.Another table contained 51,345 sets of geolocation coordinates of schools, courts, police departments, and government buildings, like city halls and administrative offices. The data also included places of interest, such as where people gather -- like universities and malls. The list also contained, in some cases, police officers' home addresses. We confirmed this using Google's Street View, which in several cases revealed marked police vehicles outside the residence.Many of the emails contained or asked for sensitive data. Password reset emails would often ask users for their date of birth or the last four digits of their Social Security number for their profile. It's not clear why this data was needed, or if it was stored in another database.Other emails informed law enforcement staff of successful enrollment in classes, which contained names, email addresses, phone numbers, the course they were taking, and where and when the course was offered.That data alone would give anyone insight into the capabilities of police and law enforcement departments across the country.""** Disclaimer ** The number of breached records reported reflects our best estimate, based on all the data currently available.If you are a business representative and believe this number is inaccurate, please contact us at chronology@privacyrights.org and we will review and update this record. ","Media","https://www.zdnet.com/article/a-massive-cache-of-law-enforcement-personnel-data-has-leaked/","2018","0.000000","0.000000"
"July 6, 2018","VCU Health System ","","Virginia","DISC","MED","4,686","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 3, 2018","Home for Little Wanderers","","Massachusetts","DISC","MED","861","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 3, 2018","Physician Associates, LLC","","Florida","DISC","MED","710","Location of breached information: Other
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 2, 2018","Advanced Orthopedic Center","","Florida","HACK","MED","1,647","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 29, 2018","Planned Parenthood of the Heartland","","Iowa","DISC","MED","515","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 29, 2018","Arkansas Children's Hospital","","Arkansas","DISC","MED","4,521","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 28, 2018","Associated Dermatology & Skin Cancer Clinic of Helena, PC","","Montana","PHYS","MED","1,254","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 25, 2018","San Francisco Department of Public Health","","California","DISC","MED","900","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 19, 2018","Family Healthcare of Lake Norman","","North Carolina","HACK","MED","500","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"June 5, 2018","Terros Incorporated","","Arizona","HACK","MED","1,618","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 31, 2018","The University of Texas MD Anderson Cancer Center","","Texas","DISC","EDU","1,266","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 22, 2018","MSK Group","","Tennessee","HACK","MED","566,236","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 22, 2018","Muir Medical Group, IPA, Inc.","","California","DISC","MED","5,485","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 21, 2018","Elmcroft Senior Living, Inc.","","Texas","HACK","MED","10,000","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 18, 2018","UT Physicians","","Texas","DISC","MED","2,793","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 9, 2018","Boys Town National Research Hospital","","Nebraska","HACK","MED","2,182","Location of breached information: Email
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"May 4, 2018","Baystate Family Dental, Inc.","","Massachusetts","PHYS","MED","500","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"March 1, 2018","Esther V. Rettig, M.D., P.A.","","Kansas","HACK","MED","13,500","Location of breached information: Desktop Computer, Electronic Medical Record, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 27, 2018","Artesia General Hospital","","New Mexico","HACK","MED","864","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"January 31, 2018","Children's Mercy Hospital","","Missouri","HACK","MED","63,049","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 17, 2018","Ruben U. Carvajal, MD","","New York","HACK","MED","3,775","Location of breached information: Desktop Computer, Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 13, 2018","Rocky Mountain Health Care Services","","Colorado","PHYS","MED","1,087","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 13, 2018","Central New York Cardiology","","New York","PHYS","MED","824","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 13, 2018","Billings Clinic","","Montana","HACK","MED","8,435","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 13, 2018","New England Dermatology, P.C.","","Massachusetts","PHYS","MED","16,154","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 10, 2018","MedEvolve","","Arkansas","DISC","MED","205,434","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 9, 2018","GOLDEN HEART ADMINISTRATIVE PROFESSIONALS","","Alaska","HACK","MED","44,600","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 6, 2018","The Terteling Co., Inc., Group Benefit Plan ","","Idaho","HACK","MED","4,824","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"July 6, 2018","Overlake arthritis and Osteoporosis Center","","Washington","HACK","MED","627","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
